POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM_ESTE,NU_COORD_UTM_NORTE,°API
LS 5840,18-may-10,5,2010,33,16,0.52,U7,256576.74,1122814.02,11.1
LS 5840,28-jul-10,7,2010,32,15,0.53,U7,256576.74,1122814.02,11.1
LS 5840,23-ago-10,8,2010,30,14,0.53,U7,256576.74,1122814.02,11.1
LS 5840,24-nov-10,11,2010,31,15,0.52,U7,256576.74,1122814.02,11.1
LS 5840,30-dic-10,12,2010,30,14,0.53,U7,256576.74,1122814.02,11.1
LS 5840,10-ene-11,1,2011,27,13,0.52,U7,256576.74,1122814.02,11.1
LS 5840,20-feb-11,2,2011,22,10,0.55,U7,256576.74,1122814.02,11.1
LS 5840,19-mar-11,3,2011,24,11,0.54,U7,256576.74,1122814.02,11.1
LS 5840,22-abr-11,4,2011,23,11,0.52,U7,256576.74,1122814.02,11.1
LS 5840,12-may-11,5,2011,20,9,0.55,U7,256576.74,1122814.02,11.1
LS 5840,5-jun-11,6,2011,21,10,0.52,U7,256576.74,1122814.02,11.1
LS 5840,30-nov-11,11,2011,21,10,0.52,U7,256576.74,1122814.02,11.1
LS 5840,21-dic-11,12,2011,14,7,0.5,U7,256576.74,1122814.02,11.1
LS 5840,8-ene-12,1,2012,14,7,0.5,U7,256576.74,1122814.02,11.1
LS 5840,26-feb-12,2,2012,17,8,0.53,U7,256576.74,1122814.02,11.1
LS 5840,7-sep-12,9,2012,6,5,0.17,U7,256576.74,1122814.02,11.1
LS 5840,4-nov-12,11,2012,146,121,0.17,U7,256576.74,1122814.02,11.1
LS 5840,7-dic-12,12,2012,186,154,0.17,U7,256576.74,1122814.02,11.1
LS 5840,12-ene-13,1,2013,185,154,0.17,U7,256576.74,1122814.02,11.1
LS 5840,8-feb-13,2,2013,169,114,0.33,U7,256576.74,1122814.02,11.1
LS 5840,6-mar-13,3,2013,156,105,0.33,U7,256576.74,1122814.02,11.1
LS 5840,5-abr-13,4,2013,161,105,0.35,U7,256576.74,1122814.02,11.1
LS 5840,26-may-13,5,2013,160,104,0.35,U7,256576.74,1122814.02,11.1
LS 5840,14-jun-13,6,2013,153,100,0.35,U7,256576.74,1122814.02,11.1
LS 5840,7-jul-13,7,2013,131,85,0.35,U7,256576.74,1122814.02,11.1
LS 5840,13-sep-13,9,2013,108,70,0.35,U7,256576.74,1122814.02,11.1
LS 5840,26-oct-13,10,2013,92,60,0.35,U7,256576.74,1122814.02,11.1
LS 5840,17-nov-13,11,2013,82,53,0.35,U7,256576.74,1122814.02,11.1
LS 5840,18-ene-14,1,2014,32,21,0.34,U7,256576.74,1122814.02,11.1
LS 5840,23-feb-14,2,2014,37,24,0.35,U7,256576.74,1122814.02,11.1
LS 5840,18-mar-14,3,2014,35,23,0.34,U7,256576.74,1122814.02,11.1
LS 5840,15-abr-14,4,2014,30,20,0.33,U7,256576.74,1122814.02,11.1
LS 5843,24-may-09,5,2009,207,143,0.31,U6,255762.94,1122107.89,11.1
LS 5843,12-jun-09,6,2009,229,158,0.31,U6,255762.94,1122107.89,11.1
LS 5843,17-jul-09,7,2009,183,152,0.17,U6,255762.94,1122107.89,11.1
LS 5843,5-ago-09,8,2009,165,137,0.17,U6,255762.94,1122107.89,11.1
LS 5843,2-oct-09,10,2009,139,115,0.17,U6,255762.94,1122107.89,11.1
LS 5843,12-ene-10,1,2010,90,75,0.17,U6,255762.94,1122107.89,11.1
LS 5843,14-abr-10,4,2010,82,68,0.17,U6,255762.94,1122107.89,11.1
LS 5843,15-jun-10,6,2010,39,32,0.18,U6,255762.94,1122107.89,11.1
LS 5843,13-jul-10,7,2010,37,31,0.16,U6,255762.94,1122107.89,11.1
LS 5843,21-ago-10,8,2010,35,29,0.17,U6,255762.94,1122107.89,11.1
LS 5843,19-oct-10,10,2010,38,32,0.16,U6,255762.94,1122107.89,11.1
LS 5843,2-dic-10,12,2010,32,27,0.16,U6,255762.94,1122107.89,11.1
LS 5843,26-feb-11,2,2011,305,139,0.54,U6,255762.94,1122107.89,11.1
LS 5843,13-mar-11,3,2011,181,114,0.37,U6,255762.94,1122107.89,11.1
LS 5843,14-may-11,5,2011,119,75,0.37,U6,255762.94,1122107.89,11.1
LS 5843,4-jun-11,6,2011,123,78,0.37,U6,255762.94,1122107.89,11.1
LS 5843,3-jul-11,7,2011,80,70,0.13,U6,255762.94,1122107.89,11.1
LS 5843,8-sep-11,9,2011,106,92,0.13,U6,255762.94,1122107.89,11.1
LS 5843,10-oct-11,10,2011,89,77,0.13,U6,255762.94,1122107.89,11.1
LS 5843,16-nov-11,11,2011,89,77,0.13,U6,255762.94,1122107.89,11.1
LS 5843,30-dic-11,12,2011,46,40,0.13,U6,255762.94,1122107.89,11.1
LS 5843,21-ene-12,1,2012,49,43,0.12,U6,255762.94,1122107.89,11.1
LS 5843,20-feb-12,2,2012,36,31,0.14,U6,255762.94,1122107.89,11.1
LS 5843,23-mar-12,3,2012,36,29,0.19,U6,255762.94,1122107.89,11.1
LS 5843,22-abr-12,4,2012,39,32,0.18,U6,255762.94,1122107.89,11.1
LS 5843,15-may-12,5,2012,32,26,0.19,U6,255762.94,1122107.89,11.1
LS 5843,17-jun-12,6,2012,28,23,0.18,U6,255762.94,1122107.89,11.1
LS 5843,25-ago-12,8,2012,35,31,0.11,U6,255762.94,1122107.89,11.1
LS 5843,30-nov-12,11,2012,34,30,0.12,U6,255762.94,1122107.89,11.1
LS 5843,26-mar-13,3,2013,22,20,0.09,U6,255762.94,1122107.89,11.1
LS 5843,15-may-13,5,2013,39,35,0.1,U6,255762.94,1122107.89,11.1
LS 5843,24-jun-13,6,2013,25,22,0.12,U6,255762.94,1122107.89,11.1
LS 5843,20-sep-13,9,2013,30,27,0.1,U6,255762.94,1122107.89,11.1
LS 5843,19-nov-13,11,2013,23,20,0.13,U6,255762.94,1122107.89,11.1
LS 5843,28-dic-13,12,2013,23,20,0.13,U6,255762.94,1122107.89,11.1
LS 5843,19-abr-14,4,2014,28,25,0.11,U6,255762.94,1122107.89,11.1
LS 5846,12-ene-09,1,2009,260,231,0.11,U7,256364.13,1123144.64,11.2
LS 5846,8-feb-09,2,2009,184,164,0.11,U7,256364.13,1123144.64,11.2
LS 5846,15-mar-09,3,2009,144,128,0.11,U7,256364.13,1123144.64,11.2
LS 5846,26-abr-09,4,2009,69,61,0.12,U7,256364.13,1123144.64,11.2
LS 5846,22-jun-09,6,2009,75,67,0.11,U7,256364.13,1123144.64,11.2
LS 5846,14-jul-09,7,2009,78,69,0.12,U7,256364.13,1123144.64,11.2
LS 5846,2-dic-09,12,2009,49,44,0.1,U7,256364.13,1123144.64,11.2
LS 5846,11-ene-10,1,2010,46,41,0.11,U7,256364.13,1123144.64,11.2
LS 5846,30-mar-10,3,2010,48,43,0.1,U7,256364.13,1123144.64,11.2
LS 5846,10-abr-10,4,2010,45,40,0.11,U7,256364.13,1123144.64,11.2
LS 5846,18-may-10,5,2010,40,36,0.1,U7,256364.13,1123144.64,11.2
LS 5846,10-jun-10,6,2010,45,40,0.11,U7,256364.13,1123144.64,11.2
LS 5846,10-jul-10,7,2010,40,36,0.1,U7,256364.13,1123144.64,11.2
LS 5846,30-oct-10,10,2010,46,41,0.11,U7,256364.13,1123144.64,11.2
LS 5846,15-dic-10,12,2010,31,28,0.1,U7,256364.13,1123144.64,11.2
LS 5846,14-ene-11,1,2011,29,26,0.1,U7,256364.13,1123144.64,11.2
LS 5846,16-feb-11,2,2011,33,30,0.09,U7,256364.13,1123144.64,11.2
LS 5846,26-mar-11,3,2011,24,22,0.08,U7,256364.13,1123144.64,11.2
LS 5846,11-abr-11,4,2011,20,18,0.1,U7,256364.13,1123144.64,11.2
LS 5846,11-may-11,5,2011,19,17,0.11,U7,256364.13,1123144.64,11.2
LS 5846,23-jun-11,6,2011,21,19,0.1,U7,256364.13,1123144.64,11.2
LS 5846,19-ago-11,8,2011,23,21,0.09,U7,256364.13,1123144.64,11.2
LS 5846,16-sep-11,9,2011,24,22,0.08,U7,256364.13,1123144.64,11.2
LS 5846,26-oct-11,10,2011,12,11,0.08,U7,256364.13,1123144.64,11.2
LS 5846,18-nov-11,11,2011,11,10,0.09,U7,256364.13,1123144.64,11.2
LS 5846,18-dic-11,12,2011,20,18,0.1,U7,256364.13,1123144.64,11.2
LS 5846,23-mar-12,3,2012,11,10,0.09,U7,256364.13,1123144.64,11.2
LS 5846,19-ago-12,8,2012,9,7,0.22,U7,256364.13,1123144.64,11.2
LS 5846,28-sep-12,9,2012,5,4,0.2,U7,256364.13,1123144.64,11.2
LS 5846,24-ene-13,1,2013,8,6,0.25,U7,256364.13,1123144.64,11.2
LS 5846,30-mar-13,3,2013,9,7,0.22,U7,256364.13,1123144.64,11.2
LS 5846,26-jul-13,7,2013,16,12,0.25,U7,256364.13,1123144.64,11.2
LS 5846,17-oct-13,10,2013,10,8,0.2,U7,256364.13,1123144.64,11.2
LS 5846,28-nov-13,11,2013,10,8,0.2,U7,256364.13,1123144.64,11.2
LS 5846,2-mar-14,3,2014,14,11,0.21,U7,256364.13,1123144.64,11.2
LS 5849,25-feb-09,2,2009,106,80,0.25,V7,258104.91,1122236.17,11.1
LS 5849,22-mar-09,3,2009,53,40,0.25,V7,258104.91,1122236.17,11.1
LS 5849,2-jun-09,6,2009,55,41,0.25,V7,258104.91,1122236.17,11.1
LS 5849,18-jul-09,7,2009,53,40,0.25,V7,258104.91,1122236.17,11.1
LS 5849,26-ago-09,8,2009,44,33,0.25,V7,258104.91,1122236.17,11.1
LS 5849,26-oct-09,10,2009,46,35,0.24,V7,258104.91,1122236.17,11.1
LS 5849,25-ene-10,1,2010,51,38,0.25,V7,258104.91,1122236.17,11.1
LS 5849,20-feb-10,2,2010,42,32,0.24,V7,258104.91,1122236.17,11.1
LS 5849,22-mar-10,3,2010,27,20,0.26,V7,258104.91,1122236.17,11.1
LS 5849,16-abr-10,4,2010,22,17,0.23,V7,258104.91,1122236.17,11.1
LS 5849,15-may-10,5,2010,32,24,0.25,V7,258104.91,1122236.17,11.1
LS 5849,2-jun-10,6,2010,38,29,0.24,V7,258104.91,1122236.17,11.1
LS 5849,6-ago-10,8,2010,25,21,0.16,V7,258104.91,1122236.17,11.1
LS 5849,5-sep-10,9,2010,28,24,0.14,V7,258104.91,1122236.17,11.1
LS 5849,21-dic-10,12,2010,25,21,0.16,V7,258104.91,1122236.17,11.1
LS 5849,16-ene-11,1,2011,28,24,0.14,V7,258104.91,1122236.17,11.1
LS 5849,21-feb-11,2,2011,30,25,0.17,V7,258104.91,1122236.17,11.1
LS 5849,19-mar-11,3,2011,25,21,0.16,V7,258104.91,1122236.17,11.1
LS 5849,21-abr-11,4,2011,25,21,0.16,V7,258104.91,1122236.17,11.1
LS 5849,26-jun-11,6,2011,27,23,0.15,V7,258104.91,1122236.17,11.1
LS 5849,13-ago-11,8,2011,26,22,0.15,V7,258104.91,1122236.17,11.1
LS 5849,30-nov-11,11,2011,20,17,0.15,V7,258104.91,1122236.17,11.1
LS 5849,19-dic-11,12,2011,17,14,0.18,V7,258104.91,1122236.17,11.1
LS 5849,26-feb-12,2,2012,22,19,0.14,V7,258104.91,1122236.17,11.1
LS 5849,29-sep-12,9,2012,12,11,0.08,V7,258104.91,1122236.17,11.1
LS 5849,6-nov-12,11,2012,16,14,0.13,V7,258104.91,1122236.17,11.1
LS 5849,12-ene-13,1,2013,17,15,0.12,V7,258104.91,1122236.17,11.1
LS 5849,17-abr-13,4,2013,3,3,0,V7,258104.91,1122236.17,11.1
LS 5849,12-dic-13,12,2013,581,333,0.43,V7,258104.91,1122236.17,11.1
LS 5849,17-ene-14,1,2014,467,268,0.43,V7,258104.91,1122236.17,11.1
LS 5849,6-mar-14,3,2014,237,126,0.47,V7,258104.91,1122236.17,11.1
LS 5852,23-abr-09,4,2009,74,54,0.27,V7,257589.58,1123124.83,11.5
LS 5852,11-jul-09,7,2009,77,56,0.27,V7,257589.58,1123124.83,11.5
LS 5852,17-ago-09,8,2009,52,38,0.27,V7,257589.58,1123124.83,11.5
LS 5852,8-sep-09,9,2009,58,42,0.28,V7,257589.58,1123124.83,11.5
LS 5852,10-oct-09,10,2009,54,39,0.28,V7,257589.58,1123124.83,11.5
LS 5852,19-nov-09,11,2009,54,39,0.28,V7,257589.58,1123124.83,11.5
LS 5852,31-ene-10,1,2010,42,35,0.17,V7,257589.58,1123124.83,11.5
LS 5852,20-mar-10,3,2010,44,37,0.16,V7,257589.58,1123124.83,11.5
LS 5852,16-abr-10,4,2010,48,40,0.17,V7,257589.58,1123124.83,11.5
LS 5852,14-may-10,5,2010,40,33,0.18,V7,257589.58,1123124.83,11.5
LS 5852,16-jul-10,7,2010,46,41,0.11,V7,257589.58,1123124.83,11.5
LS 5852,22-ago-10,8,2010,36,32,0.11,V7,257589.58,1123124.83,11.5
LS 5852,18-sep-10,9,2010,39,35,0.1,V7,257589.58,1123124.83,11.5
LS 5852,2-dic-10,12,2010,25,22,0.12,V7,257589.58,1123124.83,11.5
LS 5852,26-feb-11,2,2011,234,134,0.43,V7,257589.58,1123124.83,11.5
LS 5852,11-abr-11,4,2011,144,83,0.42,V7,257589.58,1123124.83,11.5
LS 5852,1-may-11,5,2011,142,81,0.43,V7,257589.58,1123124.83,11.5
LS 5852,24-jun-11,6,2011,380,255,0.33,V7,257589.58,1123124.83,11.5
LS 5852,10-jul-11,7,2011,254,171,0.33,V7,257589.58,1123124.83,11.5
LS 5852,2-ago-11,8,2011,173,140,0.19,V7,257589.58,1123124.83,11.5
LS 5852,27-sep-11,9,2011,106,86,0.19,V7,257589.58,1123124.83,11.5
LS 5852,22-oct-11,10,2011,120,104,0.13,V7,257589.58,1123124.83,11.5
LS 5852,24-nov-11,11,2011,116,101,0.13,V7,257589.58,1123124.83,11.5
LS 5852,4-dic-11,12,2011,91,79,0.13,V7,257589.58,1123124.83,11.5
LS 5852,13-ene-12,1,2012,99,86,0.13,V7,257589.58,1123124.83,11.5
LS 5852,9-feb-12,2,2012,103,90,0.13,V7,257589.58,1123124.83,11.5
LS 5852,15-mar-12,3,2012,90,68,0.24,V7,257589.58,1123124.83,11.5
LS 5852,4-jun-12,6,2012,48,36,0.25,V7,257589.58,1123124.83,11.5
LS 5852,16-jul-12,7,2012,52,39,0.25,V7,257589.58,1123124.83,11.5
LS 5852,19-ago-12,8,2012,45,34,0.24,V7,257589.58,1123124.83,11.5
LS 5852,18-oct-12,10,2012,42,32,0.24,V7,257589.58,1123124.83,11.5
LS 5852,14-nov-12,11,2012,43,32,0.26,V7,257589.58,1123124.83,11.5
LS 5852,7-dic-12,12,2012,39,29,0.26,V7,257589.58,1123124.83,11.5
LS 5852,15-ene-13,1,2013,20,15,0.25,V7,257589.58,1123124.83,11.5
LS 5852,15-feb-13,2,2013,40,30,0.25,V7,257589.58,1123124.83,11.5
LS 5852,15-mar-13,3,2013,16,12,0.25,V7,257589.58,1123124.83,11.5
LS 5852,22-jun-13,6,2013,19,14,0.26,V7,257589.58,1123124.83,11.5
LS 5852,26-dic-13,12,2013,188,163,0.13,V7,257589.58,1123124.83,11.5
LS 5852,15-ene-14,1,2014,166,144,0.13,V7,257589.58,1123124.83,11.5
LS 5852,12-abr-14,4,2014,185,161,0.13,V7,257589.58,1123124.83,11.5
LS 5854,11-feb-09,2,2009,48,46,0.04,T7,256342.46,1124856.96,11
LS 5854,2-abr-09,4,2009,63,60,0.05,T7,256342.46,1124856.96,11
LS 5854,23-may-09,5,2009,42,40,0.05,T7,256342.46,1124856.96,11
LS 5854,23-jun-09,6,2009,53,50,0.06,T7,256342.46,1124856.96,11
LS 5854,5-jul-09,7,2009,49,46,0.06,T7,256342.46,1124856.96,11
LS 5854,4-ago-09,8,2009,50,47,0.06,T7,256342.46,1124856.96,11
LS 5854,11-oct-09,10,2009,42,40,0.05,T7,256342.46,1124856.96,11
LS 5854,6-nov-09,11,2009,61,58,0.05,T7,256342.46,1124856.96,11
LS 5854,9-feb-10,2,2010,52,46,0.12,T7,256342.46,1124856.96,11
LS 5854,16-mar-10,3,2010,46,42,0.09,T7,256342.46,1124856.96,11
LS 5854,23-jun-10,6,2010,869,574,0.34,T7,256342.46,1124856.96,11
LS 5854,1-jul-10,7,2010,968,593,0.39,T7,256342.46,1124856.96,11
LS 5854,2-ago-10,8,2010,713,437,0.39,T7,256342.46,1124856.96,11
LS 5854,7-sep-10,9,2010,193,76,0.61,T7,256342.46,1124856.96,11
LS 5854,16-nov-10,11,2010,131,52,0.6,T7,256342.46,1124856.96,11
LS 5854,19-dic-10,12,2010,123,49,0.6,T7,256342.46,1124856.96,11
LS 5854,4-ene-11,1,2011,117,46,0.61,T7,256342.46,1124856.96,11
LS 5854,5-feb-11,2,2011,121,48,0.6,T7,256342.46,1124856.96,11
LS 5854,6-mar-11,3,2011,125,49,0.61,T7,256342.46,1124856.96,11
LS 5854,11-abr-11,4,2011,105,41,0.61,T7,256342.46,1124856.96,11
LS 5854,8-may-11,5,2011,103,41,0.6,T7,256342.46,1124856.96,11
LS 5854,11-jun-11,6,2011,101,40,0.6,T7,256342.46,1124856.96,11
LS 5854,10-oct-11,10,2011,31,12,0.61,T7,256342.46,1124856.96,11
LS 5854,15-nov-11,11,2011,34,13,0.62,T7,256342.46,1124856.96,11
LS 5854,17-dic-11,12,2011,24,9,0.63,T7,256342.46,1124856.96,11
LS 5854,6-feb-12,2,2012,33,13,0.61,T7,256342.46,1124856.96,11
LS 5854,13-jul-12,7,2012,15,6,0.6,T7,256342.46,1124856.96,11
LS 5854,18-ago-12,8,2012,13,5,0.62,T7,256342.46,1124856.96,11
LS 5854,15-sep-12,9,2012,11,4,0.64,T7,256342.46,1124856.96,11
LS 5854,22-oct-12,10,2012,6,2,0.67,T7,256342.46,1124856.96,11
LS 5854,10-ene-13,1,2013,9,8,0.11,T7,256342.46,1124856.96,11
LS 5854,10-feb-13,2,2013,9,8,0.11,T7,256342.46,1124856.96,11
LS 5854,2-may-13,5,2013,13,12,0.08,T7,256342.46,1124856.96,11
LS 5854,20-ago-13,8,2013,27,24,0.11,T7,256342.46,1124856.96,11
LS 5854,19-sep-13,9,2013,13,12,0.08,T7,256342.46,1124856.96,11
LS 5854,18-oct-13,10,2013,17,15,0.12,T7,256342.46,1124856.96,11
LS 5854,19-nov-13,11,2013,56,50,0.11,T7,256342.46,1124856.96,11
LS 5854,21-ene-14,1,2014,45,40,0.11,T7,256342.46,1124856.96,11
LS 5854,21-feb-14,2,2014,39,35,0.1,T7,256342.46,1124856.96,11
LS 5854,12-mar-14,3,2014,47,42,0.11,T7,256342.46,1124856.96,11
LS 5854,19-abr-14,4,2014,46,41,0.11,T7,256342.46,1124856.96,11
LS 5858,10-ene-09,1,2009,274,244,0.11,V7,258044.44,1122081.41,11.1
LS 5858,26-feb-09,2,2009,134,119,0.11,V7,258044.44,1122081.41,11.1
LS 5858,10-mar-09,3,2009,136,121,0.11,V7,258044.44,1122081.41,11.1
LS 5858,17-jun-09,6,2009,194,172,0.11,V7,258044.44,1122081.41,11.1
LS 5858,17-sep-09,9,2009,57,51,0.11,V7,258044.44,1122081.41,11.1
LS 5858,25-oct-09,10,2009,64,57,0.11,V7,258044.44,1122081.41,11.1
LS 5858,13-nov-09,11,2009,78,52,0.33,V7,258044.44,1122081.41,11.1
LS 5858,25-ene-10,1,2010,70,47,0.33,V7,258044.44,1122081.41,11.1
LS 5858,27-feb-10,2,2010,60,49,0.18,V7,258044.44,1122081.41,11.1
LS 5858,7-abr-10,4,2010,72,58,0.19,V7,258044.44,1122081.41,11.1
LS 5858,21-jun-10,6,2010,40,32,0.2,V7,258044.44,1122081.41,11.1
LS 5858,18-jul-10,7,2010,37,30,0.19,V7,258044.44,1122081.41,11.1
LS 5858,11-sep-10,9,2010,36,29,0.19,V7,258044.44,1122081.41,11.1
LS 5858,22-oct-10,10,2010,40,32,0.2,V7,258044.44,1122081.41,11.1
LS 5858,1-dic-10,12,2010,33,27,0.18,V7,258044.44,1122081.41,11.1
LS 5858,6-ago-11,8,2011,34,28,0.18,V7,258044.44,1122081.41,11.1
LS 5858,4-sep-11,9,2011,33,27,0.18,V7,258044.44,1122081.41,11.1
LS 5858,31-mar-12,3,2012,239,24,0.9,V7,258044.44,1122081.41,11.1
LS 5858,7-abr-12,4,2012,219,112,0.49,V7,258044.44,1122081.41,11.1
LS 5858,1-jun-12,6,2012,132,83,0.37,V7,258044.44,1122081.41,11.1
LS 5858,3-ago-12,8,2012,59,34,0.42,V7,258044.44,1122081.41,11.1
LS 5858,16-sep-12,9,2012,51,32,0.37,V7,258044.44,1122081.41,11.1
LS 5858,12-oct-12,10,2012,53,34,0.36,V7,258044.44,1122081.41,11.1
LS 5858,7-nov-12,11,2012,53,34,0.36,V7,258044.44,1122081.41,11.1
LS 5858,5-dic-12,12,2012,43,27,0.37,V7,258044.44,1122081.41,11.1
LS 5858,8-ene-13,1,2013,19,12,0.37,V7,258044.44,1122081.41,11.1
LS 5858,7-mar-13,3,2013,42,27,0.36,V7,258044.44,1122081.41,11.1
LS 5858,30-abr-13,4,2013,41,26,0.37,V7,258044.44,1122081.41,11.1
LS 5858,18-jun-13,6,2013,36,23,0.36,V7,258044.44,1122081.41,11.1
LS 5858,22-jul-13,7,2013,46,29,0.37,V7,258044.44,1122081.41,11.1
LS 5858,23-sep-13,9,2013,38,24,0.37,V7,258044.44,1122081.41,11.1
LS 5858,20-nov-13,11,2013,31,20,0.35,V7,258044.44,1122081.41,11.1
LS 5858,29-dic-13,12,2013,34,21,0.38,V7,258044.44,1122081.41,11.1
LS 5858,22-ene-14,1,2014,37,23,0.38,V7,258044.44,1122081.41,11.1
LS 5858,20-mar-14,3,2014,28,18,0.36,V7,258044.44,1122081.41,11.1
LS 5858,5-abr-14,4,2014,16,10,0.38,V7,258044.44,1122081.41,11.1
LS 5863,10-ene-09,1,2009,29,22,0.24,T6,254730.88,1124180.54,11.4
LS 5863,3-feb-09,2,2009,33,25,0.24,T6,254730.88,1124180.54,11.4
LS 5863,10-mar-09,3,2009,34,26,0.24,T6,254730.88,1124180.54,11.4
LS 5863,7-abr-09,4,2009,29,22,0.24,T6,254730.88,1124180.54,11.4
LS 5863,3-may-09,5,2009,21,16,0.24,T6,254730.88,1124180.54,11.4
LS 5863,16-jun-09,6,2009,24,18,0.25,T6,254730.88,1124180.54,11.4
LS 5863,9-jul-09,7,2009,20,15,0.25,T6,254730.88,1124180.54,11.4
LS 5863,2-ago-09,8,2009,22,17,0.23,T6,254730.88,1124180.54,11.4
LS 5863,5-oct-09,10,2009,37,29,0.22,T6,254730.88,1124180.54,11.4
LS 5863,20-nov-09,11,2009,37,34,0.08,T6,254730.88,1124180.54,11.4
LS 5863,13-dic-09,12,2009,26,24,0.08,T6,254730.88,1124180.54,11.4
LS 5863,5-ene-10,1,2010,29,26,0.1,T6,254730.88,1124180.54,11.4
LS 5863,7-mar-10,3,2010,35,32,0.09,T6,254730.88,1124180.54,11.4
LS 5863,29-abr-10,4,2010,30,27,0.1,T6,254730.88,1124180.54,11.4
LS 5863,3-jun-10,6,2010,24,17,0.29,T6,254730.88,1124180.54,11.4
LS 5863,25-nov-10,11,2010,13,9,0.31,T6,254730.88,1124180.54,11.4
LS 5863,10-abr-11,4,2011,17,12,0.29,T6,254730.88,1124180.54,11.4
LS 5863,25-sep-11,9,2011,28,19,0.32,T6,254730.88,1124180.54,11.4
LS 5863,10-oct-11,10,2011,24,17,0.29,T6,254730.88,1124180.54,11.4
LS 5863,21-nov-11,11,2011,18,12,0.33,T6,254730.88,1124180.54,11.4
LS 5863,6-feb-12,2,2012,19,13,0.32,T6,254730.88,1124180.54,11.4
LS 5863,28-mar-14,3,2014,22,15,0.32,T6,254730.88,1124180.54,11.4
LS 5866,11-abr-09,4,2009,115,89,0.23,U7,257513.86,1123256.42,11
LS 5866,13-jul-09,7,2009,118,91,0.23,U7,257513.86,1123256.42,11
LS 5866,7-ago-09,8,2009,120,92,0.23,U7,257513.86,1123256.42,11
LS 5866,15-nov-09,11,2009,43,33,0.23,U7,257513.86,1123256.42,11
LS 5866,23-ene-10,1,2010,39,30,0.23,U7,257513.86,1123256.42,11
LS 5866,17-mar-10,3,2010,47,36,0.23,U7,257513.86,1123256.42,11
LS 5866,9-abr-10,4,2010,23,18,0.22,U7,257513.86,1123256.42,11
LS 5866,12-jun-10,6,2010,22,17,0.23,U7,257513.86,1123256.42,11
LS 5866,21-jul-10,7,2010,23,18,0.22,U7,257513.86,1123256.42,11
LS 5866,30-sep-10,9,2010,13,10,0.23,U7,257513.86,1123256.42,11
LS 5866,22-may-11,5,2011,150,77,0.49,U7,257513.86,1123256.42,11
LS 5866,5-jun-11,6,2011,121,105,0.13,U7,257513.86,1123256.42,11
LS 5866,10-jul-11,7,2011,63,55,0.13,U7,257513.86,1123256.42,11
LS 5866,15-ago-11,8,2011,73,63,0.14,U7,257513.86,1123256.42,11
LS 5866,26-sep-11,9,2011,78,68,0.13,U7,257513.86,1123256.42,11
LS 5866,25-oct-11,10,2011,76,66,0.13,U7,257513.86,1123256.42,11
LS 5866,20-feb-12,2,2012,17,15,0.12,U7,257513.86,1123256.42,11
LS 5866,10-mar-12,3,2012,22,19,0.14,U7,257513.86,1123256.42,11
LS 5866,7-abr-12,4,2012,27,20,0.26,U7,257513.86,1123256.42,11
LS 5866,20-jun-12,6,2012,25,18,0.28,U7,257513.86,1123256.42,11
LS 5866,22-jul-12,7,2012,21,18,0.14,U7,257513.86,1123256.42,11
LS 5866,29-ago-12,8,2012,33,29,0.12,U7,257513.86,1123256.42,11
LS 5866,29-sep-12,9,2012,28,24,0.14,U7,257513.86,1123256.42,11
LS 5866,23-mar-13,3,2013,20,17,0.15,U7,257513.86,1123256.42,11
LS 5866,14-ene-14,1,2014,145,115,0.21,U7,257513.86,1123256.42,11
LS 5866,16-feb-14,2,2014,120,95,0.21,U7,257513.86,1123256.42,11
LS 5866,7-mar-14,3,2014,93,73,0.22,U7,257513.86,1123256.42,11
LS 5867,21-abr-09,4,2009,78,66,0.15,U7,256969.27,1123039.88,11
LS 5867,26-may-09,5,2009,75,64,0.15,U7,256969.27,1123039.88,11
LS 5867,30-jul-09,7,2009,65,55,0.15,U7,256969.27,1123039.88,11
LS 5867,20-ago-09,8,2009,65,55,0.15,U7,256969.27,1123039.88,11
LS 5867,14-ene-10,1,2010,53,46,0.13,U7,256969.27,1123039.88,11
LS 5867,26-abr-10,4,2010,69,60,0.13,U7,256969.27,1123039.88,11
LS 5867,26-jun-10,6,2010,58,50,0.14,U7,256969.27,1123039.88,11
LS 5867,20-jul-10,7,2010,58,50,0.14,U7,256969.27,1123039.88,11
LS 5867,4-nov-10,11,2010,40,35,0.13,U7,256969.27,1123039.88,11
LS 5867,3-feb-11,2,2011,39,34,0.13,U7,256969.27,1123039.88,11
LS 5867,14-abr-11,4,2011,19,17,0.11,U7,256969.27,1123039.88,11
LS 5867,30-jun-11,6,2011,15,13,0.13,U7,256969.27,1123039.88,11
LS 5867,2-sep-11,9,2011,22,19,0.14,U7,256969.27,1123039.88,11
LS 5867,24-oct-11,10,2011,16,14,0.13,U7,256969.27,1123039.88,11
LS 5867,12-dic-11,12,2011,16,14,0.13,U7,256969.27,1123039.88,11
LS 5867,10-ene-12,1,2012,21,18,0.14,U7,256969.27,1123039.88,11
LS 5867,23-feb-12,2,2012,23,20,0.13,U7,256969.27,1123039.88,11
LS 5867,14-may-12,5,2012,19,16,0.16,U7,256969.27,1123039.88,11
LS 5867,15-oct-12,10,2012,163,142,0.13,U7,256969.27,1123039.88,11
LS 5867,9-nov-12,11,2012,128,109,0.15,U7,256969.27,1123039.88,11
